property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,supertech hilltown,sector 2,1.03,1440,3,2,3,0,0,8,Undefined,unfurnished,Low,1,7.15,20.6,Mid Floor
house,eldeco mansionz,sector 48,6.44,2340,7,7,3,0,0,2,Moderately Old,semifurnished,Low,1,27.52,128.8,Low Floor
house,independent,sector 7,3.86,2610,7,7,0,0,0,3,Undefined,unfurnished,Low,1,14.79,77.2,Mid Floor
flat,dlf regal gardens,sector 90,2.26,2005,4,4,3+,0,0,3,Relatively New,unfurnished,Low,1,11.27,45.2,Mid Floor
flat,m3m woodshire,sector 107,1.03,1236,2,2,3+,0,0,7,Relatively New,semifurnished,High,1,8.33,20.6,Mid Floor
house,independent,sector 43,4.32,1242,1,1,0,0,0,1,Old Property,unfurnished,Low,1,34.78,86.4,Low Floor
house,palam vihar extension west zone rwa,sector 2,0.46,600,2,2,0,0,0,1,New Property,unfurnished,Low,1,7.67,9.2,Low Floor
house,independent,sector 24,1.87,540,3,3,1,0,0,,Old Property,unfurnished,Low,1,34.63,37.4,Low Floor
flat,tulip yellow,sector 69,2.31,1893,3,3,3,0,0,14,Under Construction,unfurnished,Low,1,12.2,46.2,High Floor
flat,bestech park view grand spa,sector 81,5.15,3801,4,5,3+,0,1,15,Relatively New,semifurnished,Medium,1,13.55,103,High Floor
house,independent,sector 4,2.96,160,4,4,3,0,0,2,Old Property,semifurnished,Low,1,185,59.2,Low Floor
flat,dlf the grove,sector 43,7.73,2667,4,4,2,0,1,1,Under Construction,semifurnished,Low,1,28.98,154.6,Low Floor
flat,ss the leaf,sector 85,2.46,3890,4,6,3,0,1,6,Relatively New,unfurnished,High,1,6.32,49.2,Mid Floor
flat,ss the leaf,sector 85,1.55,1484,2,2,3,0,0,12,Relatively New,semifurnished,High,1,10.44,31,High Floor
flat,emaar mgf emerald estate,sector 65,2.26,1081,3,3,3,0,1,10,Relatively New,semifurnished,Medium,1,20.91,45.2,Mid Floor
flat,green court,sector 90,0.6,767,2,2,1,0,0,0,New Property,unfurnished,Low,1,7.82,12,Low Floor
flat,experion windchants,sector 112,4.24,2225.56,3,3,3+,0,1,2,Relatively New,semifurnished,High,1,19.05,84.8,Low Floor
flat,maa bhagwati residency,sector 7,0.58,1000,2,2,1,0,0,4,Relatively New,unfurnished,Low,1,5.8,11.6,Mid Floor
flat,apex our homes,sector 37,0.46,850,2,2,1,0,0,7,Relatively New,semifurnished,High,1,5.41,9.2,Mid Floor
flat,dlf city plots phase 3,sector 24,8.37,3889,4,5,3+,0,1,3,New Property,furnished,Low,1,21.52,167.4,Mid Floor
flat,ss the leaf,sector 85,1.38,1484,2,2,3,0,0,21,Relatively New,unfurnished,Medium,1,9.3,27.6,High Floor
flat,trisara our homes 3,sohna road,0.27,484,1,1,0,0,0,2,Undefined,unfurnished,Low,1,5.58,5.4,Low Floor
flat,experion the heartsong,sector 108,1.68,1661,3,3,3+,1,0,7,Relatively New,unfurnished,High,1,10.11,33.6,Mid Floor
flat,vatika the seven lamps,sector 82,1.77,2000,3,3,3,1,1,11,Relatively New,semifurnished,Medium,1,8.85,35.4,High Floor
house,vatika india next,sector 82,8.37,3240,4,3,0,0,0,2,Undefined,unfurnished,Low,1,25.83,167.4,Low Floor
flat,gls avenue 51,sector 92,0.54,657,2,2,1,1,0,4,Relatively New,semifurnished,Low,1,8.22,10.8,Mid Floor
flat,dlf regal gardens,sector 90,1.68,1700,3,3,3+,0,0,7,Relatively New,unfurnished,Medium,1,9.88,33.6,Mid Floor
flat,ansal api esencia,sector 67,1.29,1406,3,3,3+,0,0,2,Moderately Old,unfurnished,Low,1,9.17,25.8,Low Floor
flat,signature global city 63a,sector 63a,2,1167,2,2,2,0,0,2,Under Construction,unfurnished,Low,1,17.14,40,Low Floor
flat,emaar imperial gardens,sector 102,2.19,1750,3,4,3+,0,1,8,Relatively New,semifurnished,High,1,12.51,43.8,Mid Floor
flat,ss the leaf,sector 85,2.61,2225,4,4,3+,0,0,3,Relatively New,unfurnished,Low,1,11.73,52.2,Mid Floor
flat,orris carnation residency,sector 85,1.41,1467,3,4,3,0,1,6,Moderately Old,furnished,Medium,1,9.61,28.2,Mid Floor
flat,pareena laxmi apartments,sector 99,0.41,502,2,2,2,0,0,11,New Property,unfurnished,Medium,1,8.17,8.2,High Floor
flat,ambience creacions,sector 22,2.56,1285,2,2,2,1,1,9,New Property,unfurnished,Low,1,19.92,51.2,Mid Floor
flat,afnhb jalvayu vihar,sector 30,1.87,1300,3,2,2,0,0,2,Old Property,furnished,Medium,1,14.38,37.4,Low Floor
flat,emaar gurgaon greens,sector 102,1.8,1493,3,3,3,0,1,4,Relatively New,semifurnished,Medium,1,12.06,36,Mid Floor
flat,ss the leaf,sector 85,2.58,2545,4,5,3+,0,1,1,Relatively New,unfurnished,Medium,1,10.14,51.6,Low Floor
flat,satya the hermitage,sector 103,1.45,1734,3,4,3+,0,1,9,New Property,unfurnished,Low,1,8.36,29,Mid Floor
house,independent,sector 43,7.09,2850,8,7,3+,1,1,3,Moderately Old,semifurnished,Medium,1,24.88,141.8,Mid Floor
house,dlf city plots phase 2,sector 25,9.67,2300.5,9,9,3+,1,1,4,Relatively New,semifurnished,High,1,42.03,193.4,Mid Floor
flat,adani aangan arcade,sector 88a,0.58,694,2,2,1,0,0,3,New Property,unfurnished,Low,1,8.36,11.6,Mid Floor
house,uppal southend,sector 49,4.83,1467,2,6,3+,1,0,3,Moderately Old,semifurnished,Low,1,32.92,96.6,Mid Floor
flat,vipul belmonte,sector 53,7.73,2217,3,4,3+,0,1,6,Moderately Old,semifurnished,Low,1,34.87,154.6,Mid Floor
flat,signature global solera,sector 107,0.36,543,2,2,2,0,0,10,Relatively New,unfurnished,Low,1,6.63,7.2,Mid Floor
flat,emaar gurgaon greens,sector 102,1.93,1315,3,3,3,0,0,7,Relatively New,semifurnished,High,1,14.68,38.6,Mid Floor
flat,raheja revanta,sector 78,1.28,1467,2,2,3,0,0,14,Under Construction,unfurnished,Low,1,8.73,25.6,High Floor
house,independent,sector 26,19.32,4518,5,6,3+,1,1,3,Moderately Old,semifurnished,Medium,1,42.76,386.4,Mid Floor
flat,suposhaa smartworld orchard,sector 61,2.9,1721,3,3,2,0,0,3,Under Construction,unfurnished,Low,1,16.85,58,Mid Floor
flat,ramsons kshitij,sector 95,0.39,950,2,2,1,0,0,11,Undefined,unfurnished,Low,1,4.11,7.8,High Floor
flat,chd avenue,sector 71,1.06,1086,2,2,2,0,0,6,Moderately Old,unfurnished,Low,1,9.76,21.2,Mid Floor
flat,satya element one,sector 49,1.12,500,1,1,1,0,0,2,Relatively New,unfurnished,Low,1,22.4,22.4,Low Floor
house,unitech uniworld resorts,sector 33,12.24,4071,5,7,3+,1,1,2,Under Construction,unfurnished,Medium,1,30.07,244.8,Low Floor
flat,rof ananda,sector 95,0.26,407,1,1,1,0,0,10,Relatively New,unfurnished,Medium,1,6.39,5.2,Mid Floor
flat,experion windchants,sector 112,6.7,3655.35,4,6,3+,0,1,15,Relatively New,semifurnished,High,1,18.33,134,High Floor
flat,eldeco accolade,sohna road,0.92,1404,2,2,3,0,0,8,Relatively New,unfurnished,High,1,6.55,18.4,Mid Floor
flat,signature andour heights,sector 71,0.76,639,2,2,1,0,0,6,Moderately Old,unfurnished,Medium,1,11.89,15.2,Mid Floor
flat,bestech park view residency,sector 2,0.72,723,1,2,2,0,0,7,Moderately Old,unfurnished,Medium,1,9.96,14.4,Mid Floor
flat,the lions cghs,sector 56,2.58,2253,4,4,3,0,0,8,Relatively New,semifurnished,Low,1,11.45,51.6,Mid Floor
flat,kashish manor one,sector 111,2.12,2104,3,4,3+,0,1,14,Under Construction,unfurnished,Low,1,10.08,42.4,High Floor
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.58,944,2,2,1,0,0,0,Relatively New,unfurnished,Low,1,6.14,11.6,Low Floor
house,vipul world,sector 48,4.32,6000,6,5,3+,0,0,3,Undefined,unfurnished,Medium,1,7.2,86.4,Mid Floor
house,independent,sector 3,0.48,480,1,1,1,0,0,1,Relatively New,unfurnished,Low,1,10,9.6,Low Floor
flat,sobha city,sector 108,3.35,1711,3,3,2,0,0,8,Relatively New,unfurnished,Medium,1,19.58,67,Mid Floor
flat,maruti vihar colony,sector 28,1.22,1188,2,1,1,0,0,1,Old Property,unfurnished,Medium,1,10.27,24.4,Low Floor
flat,unitech sunbreeze,sector 69,0.97,991,2,2,2,0,0,4,Under Construction,unfurnished,Low,1,9.79,19.4,Mid Floor
flat,godrej summit,sector 104,1.41,1148,2,2,3,0,0,16,Under Construction,unfurnished,Medium,1,12.28,28.2,High Floor
house,vatika the seven lamps,sector 82,2.06,2425,4,4,3+,0,1,16,Moderately Old,unfurnished,Medium,1,8.49,41.2,High Floor
house,independent,sector 17,10.94,4518,4,4,2,1,1,2,Old Property,semifurnished,Low,1,24.21,218.8,Low Floor
flat,godrej nature plus,sector 33,2.26,1996,3,3,0,0,0,2,Undefined,unfurnished,Medium,1,11.32,45.2,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.61,1100,2,2,2,0,0,0,Relatively New,unfurnished,Medium,1,14.64,32.2,Low Floor
flat,godrej,sector 79,1.74,1362,3,3,2,0,0,7,Relatively New,unfurnished,Medium,1,12.78,34.8,Mid Floor
flat,m3m woodshire,sector 107,1.56,1713,3,3,3,0,0,7,Moderately Old,semifurnished,Medium,1,9.11,31.2,Mid Floor
flat,pareena coban residences,sector 99,1.39,1750,3,5,3,0,1,2,Relatively New,unfurnished,Low,1,7.94,27.8,Low Floor
flat,eldeco accolade,sohna road,0.92,1131,2,2,3+,1,0,12,Relatively New,unfurnished,High,1,8.13,18.4,High Floor
flat,imperia the esfera,sector 37,1.28,1660,3,4,3,0,1,9,Relatively New,unfurnished,Low,1,7.71,25.6,Mid Floor
flat,bestech park view city,sector 48,5.47,4120,4,5,3+,1,0,14,Moderately Old,semifurnished,Medium,1,13.28,109.4,High Floor
flat,godrej,sector 79,1.52,1252,2,2,3,0,0,7,Relatively New,unfurnished,High,1,12.14,30.4,Mid Floor
flat,vipul lavanya,sector 81,1.65,1982,3,3,3,0,1,1,Moderately Old,semifurnished,Low,1,8.32,33,Low Floor
flat,pareena mi casa,sector 68,1.41,1127,2,2,3,0,0,11,New Property,unfurnished,Medium,1,12.51,28.2,High Floor
flat,dlf wellington estate,sector 43,2.69,1294,3,3,2,0,0,11,Old Property,semifurnished,Medium,1,20.79,53.8,High Floor
flat,silverglades the melia,sohna road,1,1222,2,2,3,1,0,9,Under Construction,unfurnished,Medium,1,8.18,20,Mid Floor
flat,tulip violet,sector 69,1.7,1419,3,3,1,0,0,12,Relatively New,unfurnished,Medium,1,11.98,34,High Floor
flat,dlf belvedere towers,sector 25,4.38,2744,4,4,3,0,1,1,Old Property,unfurnished,Low,1,15.96,87.6,Low Floor
flat,imperia the esfera,sector 37,1.28,1643,3,3,1,0,1,10,New Property,unfurnished,Low,1,7.79,25.6,Mid Floor
flat,orchid petals,sector 49,5.43,3219,5,6,3+,0,1,14,Relatively New,unfurnished,Low,1,16.87,108.6,High Floor
house,independent,sector 26,23.19,4518,5,4,3+,1,1,4,Moderately Old,semifurnished,Medium,1,51.33,463.8,Mid Floor
flat,pareena mi casa,sector 68,1.41,1244,2,2,3,0,0,13,New Property,unfurnished,Medium,1,11.33,28.2,High Floor
house,independent,sector 50,16.1,3078,6,5,3,1,1,4,Moderately Old,semifurnished,Low,1,52.31,322,Mid Floor
flat,mapsko paradise,sector 83,0.97,1162,3,3,3,0,0,10,New Property,semifurnished,Low,1,8.35,19.4,Mid Floor
flat,experion windchants,sector 112,8.37,4800,4,5,3,0,0,11,Relatively New,unfurnished,Medium,1,17.44,167.4,High Floor
flat,dlf the primus,sector 82a,2.9,2333,3,3,3+,0,1,29,Relatively New,furnished,Medium,1,12.43,58,High Floor
flat,conscient heritage max,sector 102,2.84,1945,3,4,3+,1,1,9,Moderately Old,unfurnished,Medium,1,14.6,56.8,Mid Floor
house,independent,sector 26,11.47,2700,4,4,3+,1,1,2,Old Property,unfurnished,Medium,1,42.48,229.4,Low Floor
house,independent,sector 43,6.83,1935,3,9,3+,0,1,3,Moderately Old,semifurnished,Medium,1,35.3,136.6,Mid Floor
flat,emaar palm gardens,sector 83,2.31,1900,3,4,0,0,0,9,Undefined,unfurnished,Medium,1,12.16,46.2,Mid Floor
house,independent,sector 7,1.55,1072,2,4,2,0,0,3,Undefined,unfurnished,Low,1,14.46,31,Mid Floor
flat,kiran residency,sector 56,2,1900,3,3,3+,0,1,5,Moderately Old,semifurnished,Medium,1,10.53,40,Mid Floor
flat,signature global park,sohna road,0.83,913,2,1,2,0,0,3,New Property,unfurnished,Medium,1,9.09,16.6,Mid Floor
flat,dlf regal gardens,sector 90,1.6,1600,3,3,3+,0,0,9,Relatively New,unfurnished,Medium,1,10,32,Mid Floor
flat,pareena mi casa,sector 68,1.29,1361,2,2,2,0,1,16,New Property,unfurnished,Medium,1,9.48,25.8,High Floor
flat,supertech hues,sector 68,1.2,1200,2,2,2,0,0,11,Undefined,unfurnished,Low,1,10,24,High Floor
flat,citizen apartment,sector 51,4.57,5200,5,6,3+,1,1,11,Moderately Old,semifurnished,High,1,8.79,91.4,High Floor
flat,godrej summit,sector 104,1.68,1490,3,3,3,0,0,8,New Property,unfurnished,Medium,1,11.28,33.6,Mid Floor
flat,indiabulls enigma,sector 110,4.77,3077,4,5,3,0,1,7,Relatively New,unfurnished,High,1,15.5,95.4,Mid Floor
house,vipul tatvam villa,sector 48,7.41,2592,4,4,2,0,1,2,Moderately Old,unfurnished,Low,1,28.59,148.2,Low Floor
flat,krrish provence estate,gwal pahari,9.67,9050,5,6,3+,0,1,23,Relatively New,unfurnished,Low,1,10.69,193.4,High Floor
flat,godrej summit,sector 104,1.36,2000,3,4,3+,0,1,7,Relatively New,semifurnished,Medium,1,6.8,27.2,Mid Floor
house,adani brahma samsara,sector 60,23.21,6390,9,12,3+,0,1,3,Relatively New,semifurnished,Medium,1,36.32,464.2,Mid Floor
flat,emaar mgf palm studios,sector 66,1.87,1082,2,2,3,0,0,3,Relatively New,unfurnished,Medium,1,17.28,37.4,Mid Floor
flat,emaar palm gardens,sector 83,2.26,1549,3,3,3,0,1,6,Relatively New,semifurnished,Medium,1,14.59,45.2,Mid Floor
house,independent,sector 31,4.5,1449,4,3,3,0,0,2,Moderately Old,semifurnished,Medium,1,31.06,90,Low Floor
flat,signature global grand iva,sector 103,0.64,750,2,2,0,0,0,10,Undefined,unfurnished,Low,1,8.53,12.8,Mid Floor
flat,indiabulls centrum park,sector 103,1.72,1725,3,3,3+,1,1,12,Relatively New,semifurnished,Low,1,9.97,34.4,High Floor
house,international city by sobha phase 1,sector 109,7.92,2250,5,5,3+,0,1,3,Relatively New,semifurnished,Medium,1,35.2,158.4,Mid Floor
flat,bestech park view sanskruti,sector 92,1.93,1738,3,3,3,0,0,3,Relatively New,unfurnished,Low,1,11.1,38.6,Mid Floor
flat,hcbs sports ville,sohna road,0.38,743,2,2,1,0,0,4,Undefined,unfurnished,Low,1,5.11,7.6,Mid Floor
flat,ireo victory valley,sector 67,6.12,3200,4,4,3+,1,1,0,Relatively New,semifurnished,High,1,19.13,122.4,Low Floor
flat,tulip violet,sector 69,2.19,1819,4,4,2,0,0,1,Relatively New,unfurnished,Medium,1,12.04,43.8,Low Floor
house,unitech uniworld resorts,sector 33,12.88,4950,5,6,3,1,1,4,New Property,unfurnished,Low,1,26.02,257.6,Mid Floor
flat,prime habitat,sector 99,0.41,601,2,2,1,0,0,7,Relatively New,unfurnished,Low,1,6.82,8.2,Mid Floor
flat,vatika lifestyle homes,sector 83,1.36,1588,3,3,2,1,1,14,Relatively New,semifurnished,High,1,8.56,27.2,High Floor
house,iffco nagar and 17b rwa,sector 17,3.84,1449,2,6,3+,1,0,3,Relatively New,unfurnished,Medium,1,26.5,76.8,Mid Floor
flat,gls avenue 51,sector 92,0.58,646,2,2,1,1,0,10,New Property,semifurnished,Low,1,8.98,11.6,Mid Floor
flat,parsvnath exotica,sector 53,6.18,2895,3,4,3+,0,0,12,New Property,unfurnished,Medium,1,21.35,123.6,High Floor
house,emaar mgf marbella,sector 66,15.46,3240,4,4,3+,1,1,3,Relatively New,semifurnished,High,1,47.72,309.2,Mid Floor
flat,mapsko casa bella,sector 82,1.11,1234,3,3,3,1,0,5,Moderately Old,semifurnished,Medium,1,9,22.2,Mid Floor
flat,rof ananda,sector 95,0.47,717,2,2,2,1,0,10,New Property,unfurnished,Medium,1,6.56,9.4,Mid Floor
house,independent,sector 23,3.74,2500,4,4,3,0,1,2,Relatively New,semifurnished,Low,1,14.96,74.8,Low Floor
flat,la lagune,sector 54,8.7,2455,4,6,3+,0,1,11,Moderately Old,semifurnished,Medium,1,35.44,174,High Floor
flat,ramsons kshitij,sector 95,0.41,563,2,2,1,0,0,8,Relatively New,furnished,Low,1,7.28,8.2,Mid Floor
house,independent,sector 40,6.44,2367,9,9,3+,0,0,3,Relatively New,semifurnished,Medium,1,27.21,128.8,Mid Floor
flat,conscient heritage max,sector 102,2.84,1186,3,4,3+,1,1,20,Relatively New,semifurnished,Low,1,23.95,56.8,High Floor
flat,vatika city,sector 49,4.64,3356,4,5,3,0,1,7,Moderately Old,furnished,Low,1,13.83,92.8,Mid Floor
house,signature global city 63a,sector 63,1.93,2385,3,3,2,0,0,1,New Property,unfurnished,Low,1,8.09,38.6,Low Floor
flat,dlf regal gardens,sector 90,2.3,2461,4,3,3+,0,0,10,Moderately Old,unfurnished,Medium,1,9.35,46,Mid Floor
flat,m3m soulitude,sector 89,1.65,1611,3,3,2,1,0,4,Under Construction,unfurnished,Medium,1,10.24,33,Mid Floor
house,independent,sector 46,3.09,900,4,4,3,0,0,3,Moderately Old,semifurnished,Low,1,34.33,61.8,Mid Floor
flat,ashiana anmol,sohna road,1.16,1275,2,2,2,0,0,8,Undefined,unfurnished,Low,1,9.1,23.2,Mid Floor
house,independent,sector 7,1.22,450,2,1,1,0,0,3,New Property,unfurnished,Low,1,27.11,24.4,Mid Floor
flat,vatika city,sector 49,3.4,2252,3,4,3+,0,1,2,Moderately Old,semifurnished,Medium,1,15.1,68,Low Floor
house,independent,sector 39,19.32,4500,5,5,3+,0,1,4,Moderately Old,semifurnished,Low,1,42.93,386.4,Mid Floor
house,independent,sector 26,10.43,2295,5,5,2,0,0,4,Old Property,unfurnished,Low,1,45.45,208.6,Mid Floor
flat,shree vardhman victoria,sector 70,2.26,1527,3,5,3,0,1,7,New Property,unfurnished,Low,1,14.8,45.2,Mid Floor
house,unitech nirvana birch court,sector 50,8.76,2160,4,4,3+,1,1,2,Old Property,unfurnished,Medium,1,40.56,175.2,Low Floor
flat,ansal housing highland park,sector 103,1.13,1232,2,2,3,0,0,3,New Property,unfurnished,Medium,1,9.17,22.6,Mid Floor
flat,tulip violet,sector 69,2.17,1819,4,4,2,0,0,1,Relatively New,unfurnished,Medium,1,11.93,43.4,Low Floor
house,independent,sector 4,0.64,540,2,3,2,0,0,3,Old Property,unfurnished,Low,1,11.85,12.8,Mid Floor
flat,sare homes,sector 92,0.72,1316,3,1,3,0,0,1,Moderately Old,semifurnished,Medium,1,5.47,14.4,Low Floor
house,independent,sector 14,5.93,2250,1,1,0,0,0,1,Undefined,unfurnished,Low,1,26.36,118.6,Low Floor
flat,tulip violet,sector 69,1.53,1500,2,3,1,1,0,0,Relatively New,semifurnished,High,1,10.2,30.6,Low Floor
house,independent,sector 105,0.46,556,2,2,1,0,0,2,Undefined,unfurnished,Low,1,8.27,9.2,Low Floor
house,dlf city plots,sector 26,17.4,4518,5,5,2,1,1,2,Moderately Old,semifurnished,Medium,1,38.51,348,Low Floor
flat,conscient heritage max,sector 102,2.26,1757,3,4,3+,0,1,13,Relatively New,semifurnished,Medium,1,12.86,45.2,High Floor
flat,m3m capital,sector 113,3.24,1696,3,3,3+,1,0,2,Under Construction,unfurnished,Low,1,19.1,64.8,Low Floor
house,unitech uniworld resorts,sector 33,15.14,5056,5,7,3+,0,1,3,Relatively New,unfurnished,Medium,1,29.94,302.8,Mid Floor
flat,vatika lifestyle homes,sector 83,1.48,1607,3,3,1,0,0,7,Moderately Old,semifurnished,Medium,1,9.21,29.6,Mid Floor
flat,signature global synera,sector 81,0.58,664,2,2,2,0,0,6,Relatively New,semifurnished,Low,1,8.73,11.6,Mid Floor
flat,experion the heartsong,sector 108,2.94,2515,4,5,3+,0,0,8,Relatively New,unfurnished,Medium,1,11.69,58.8,Mid Floor
house,the laburnum,sector 43,14.17,4050,5,6,3+,0,1,3,New Property,semifurnished,High,1,34.99,283.4,Mid Floor
house,independent,sector 27,5.47,1350,5,5,3+,0,1,3,Relatively New,semifurnished,Low,1,40.52,109.4,Mid Floor
house,independent,sector 26,5.93,3771,4,4,3+,0,0,,Old Property,unfurnished,Low,1,15.73,118.6,Low Floor
flat,bestech park view ananda,sector 81,1.12,1300,2,2,3,0,0,8,Relatively New,semifurnished,Medium,1,8.62,22.4,Mid Floor
flat,godrej nature plus,sector 33,2.45,2143,3,3,3+,0,1,14,New Property,unfurnished,Medium,1,11.43,49,High Floor
flat,saan verdante,sector 95,2.58,1964,3,4,3+,0,1,5,New Property,unfurnished,Low,1,13.14,51.6,Mid Floor
house,independent,sector 24,5.79,1350,2,8,3+,0,1,4,Relatively New,semifurnished,Medium,1,42.89,115.8,Mid Floor
flat,tulip violet,sector 69,1.8,1428,3,3,2,0,0,1,Relatively New,unfurnished,Medium,1,12.61,36,Low Floor
house,unitech espace,sector 50,9.47,1760,4,4,3+,0,1,3,Moderately Old,semifurnished,Medium,1,53.81,189.4,Mid Floor
flat,dlf the ultima,sector 81,3.09,1800,3,3,2,0,1,10,Relatively New,furnished,High,1,17.17,61.8,Mid Floor
flat,capital residences 360,sector 70a,2.14,1900,3,3,3+,0,1,8,New Property,unfurnished,Medium,1,11.26,42.8,Mid Floor
flat,vatika boulevard residences and heights,sector 83,1.82,1972,3,3,2,0,0,2,Relatively New,semifurnished,Medium,1,9.23,36.4,Low Floor
flat,ansal heights 86,sector 86,0.96,1231,2,2,1,0,0,11,Under Construction,unfurnished,Low,1,7.8,19.2,High Floor
flat,m3m skycity,sector 65,4.5,2282,3,3,3,1,1,15,New Property,semifurnished,High,1,19.72,90,High Floor
flat,krishna appartment,sector 12,0.46,905,3,3,1,0,0,2,Old Property,unfurnished,Low,1,5.08,9.2,Low Floor
flat,raheja vedaanta,sector 108,1.22,1649,3,3,3,0,0,3,Relatively New,unfurnished,Medium,1,7.4,24.4,Mid Floor
flat,suncity platinum towers,sector 28,9.02,2488,4,3,2,0,1,10,Moderately Old,unfurnished,Low,1,36.25,180.4,Mid Floor
flat,umang winter hills,sector 77,1.28,1126,2,2,2,0,0,1,Relatively New,unfurnished,Medium,1,11.37,25.6,Low Floor
flat,parsvnath green ville,sector 48,2.39,2199,3,3,3+,0,1,6,Moderately Old,semifurnished,Medium,1,10.87,47.8,Mid Floor
flat,alpha corp gurgaonone,sector 84,2.84,3108,4,4,3+,0,1,15,Relatively New,unfurnished,Medium,1,9.14,56.8,High Floor
flat,hcbs sports ville,sohna road,0.41,744.000768,2,2,1,0,0,3,Relatively New,unfurnished,Medium,1,5.51,8.2,Mid Floor
house,independent,sector 43,10.93,2700,3,3,2,0,1,4,Relatively New,semifurnished,Low,1,40.48,218.6,Mid Floor
house,not applicable,sector 4,0.97,640,2,4,3,0,0,2,Moderately Old,unfurnished,Low,1,15.16,19.4,Low Floor
flat,chd avenue,sector 71,1.8,1958,3,3,2,0,0,1,Moderately Old,semifurnished,Medium,1,9.19,36,Low Floor
flat,supertech araville,sector 79,1.16,1295,2,2,0,0,0,12,Undefined,unfurnished,Low,1,8.96,23.2,High Floor
flat,sobha city,sector 108,2.7,1250,2,2,2,0,0,3,Under Construction,unfurnished,Medium,1,21.6,54,Mid Floor
flat,emaar mgf palm hills,sector 77,2.12,1765,4,3,3,0,1,9,Relatively New,unfurnished,Medium,1,12.01,42.4,Mid Floor
house,bptp visionnaire,sector 70a,5.93,2610,4,4,3+,1,1,3,Moderately Old,unfurnished,Medium,1,22.72,118.6,Mid Floor
flat,cghs airport apartment,sector 47,2.31,2857,4,4,3+,0,0,4,Moderately Old,semifurnished,Medium,1,8.09,46.2,Mid Floor
house,independent,sector 54,4.83,1440,4,4,3,0,1,3,Moderately Old,semifurnished,Low,1,33.54,96.6,Mid Floor
flat,godrej summit premia towers,sector 104,1.16,1259,2,2,0,0,0,16,Undefined,unfurnished,Low,1,9.21,23.2,High Floor
flat,emaar mgf emerald estate,sector 65,1.82,1010,2,2,2,1,0,6,Relatively New,semifurnished,High,1,18.02,36.4,Mid Floor
flat,piedmont taksila heights,sector 37,1.36,1738,3,3,3,0,0,7,Relatively New,semifurnished,Medium,1,7.83,27.2,Mid Floor
flat,paras dews,sector 106,1.55,1186,3,4,3+,0,1,9,Relatively New,unfurnished,High,1,13.07,31,Mid Floor
flat,la vida by tata housing,sector 113,3.93,2150,3,4,3,0,1,3,Relatively New,unfurnished,High,1,18.28,78.6,Mid Floor
flat,emaar mgf the palm drive,sector 66,5.93,2882,3,3,3,1,1,11,Relatively New,semifurnished,Medium,1,20.58,118.6,High Floor
flat,dlf express greens,manesar,1.93,2135,4,5,3+,0,1,10,New Property,unfurnished,Low,1,9.04,38.6,Mid Floor
house,rattan vihar rajendra park,dwarka expressway,1.09,600,1,5,3+,0,0,4,New Property,unfurnished,Low,1,18.17,21.8,Mid Floor
house,unitech uniworld resorts,sector 33,10.31,4500,6,5,3+,0,0,4,Undefined,unfurnished,Low,1,22.91,206.2,Mid Floor
flat,shree vardhman victoria,sector 70,2.31,1765,3,3,3+,0,0,10,New Property,semifurnished,Low,1,13.09,46.2,Mid Floor
house,independent,sector 14,4.38,2250,3,3,3,0,0,1,Old Property,unfurnished,Low,1,19.47,87.6,Low Floor
flat,ats triumph,sector 104,3.39,2953,4,4,3+,0,1,21,Relatively New,semifurnished,High,1,11.48,67.8,High Floor
flat,dlf regency park,sector 28,1.74,1109,2,2,2,0,0,1,Moderately Old,unfurnished,Low,1,15.69,34.8,Low Floor
flat,pioneer park,sector 61,4.64,2580,4,4,3,0,1,3,Moderately Old,semifurnished,Medium,1,17.98,92.8,Mid Floor
flat,radhakrishna society,sector 23,0.71,995,2,2,1,0,0,1,Moderately Old,semifurnished,Low,1,7.14,14.2,Low Floor
flat,shyamkunj ashok vihar pahse 2,sector 5,0.39,750,2,2,1,0,0,1,Relatively New,unfurnished,Low,1,5.2,7.8,Low Floor
flat,m3m woodshire,sector 107,1.3,1200,2,2,3+,0,0,11,New Property,unfurnished,Medium,1,10.83,26,High Floor
flat,bestech park view sanskruti,sector 92,2.45,1920,4,4,3+,1,1,10,Relatively New,unfurnished,Low,1,12.76,49,Mid Floor
flat,vatika lifestyle homes,sector 83,1.61,1654,3,2,1,1,1,6,Relatively New,furnished,High,1,9.73,32.2,Mid Floor
flat,ireo skyon,sector 60,4.89,2791,4,5,3,0,1,15,Moderately Old,semifurnished,Medium,1,17.52,97.8,High Floor
house,independent,sector 4,2.45,211,4,3,2,0,0,2,Moderately Old,semifurnished,Low,1,116.11,49,Low Floor
flat,m3m sierra 68,sector 68,1.39,1130,2,2,3,0,0,1,Relatively New,semifurnished,Medium,1,12.3,27.8,Low Floor
house,puri diplomatic greens,sector 111,11.59,8000,5,5,3+,0,1,3,Relatively New,unfurnished,Medium,1,14.49,231.8,Mid Floor
house,unitech aspen greens,sector 50,15.46,3240,3,4,2,1,1,1,Moderately Old,semifurnished,Medium,1,47.72,309.2,Low Floor
